Gene ,Gene Name,miRNA ,Target Score,Human
Acvr2a,activin receptor IIA,miR-27a-3p,63,✓
Gon4l,gon-4-like (C.elegans),miR-27a-3p,63,✓
Chst1,carbohydrate sulfotransferase 1,miR-27a-3p,63,✓
Sohlh2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,miR-27a-3p,63,✓
Bmp3,bone morphogenetic protein 3,miR-27a-3p,63,✓
Bcap29,B cell receptor associated protein 29,miR-27a-3p,63,✓
Senp1,SUMO1/sentrin specific peptidase 1,miR-27a-3p,63,✓
Cdca7l,cell division cycle associated 7 like,miR-27a-3p,63,✓
Tardbp,TAR DNA binding protein,miR-27a-3p,63,✓
Cyp4a14,"cytochrome P450, family 4, subfamily a, polypeptide 14",miR-27a-3p,63,
Ikzf2,IKAROS family zinc finger 2,miR-27a-3p,63,✓
Fbxo28,F-box protein 28,miR-184-3p,63,✓
Slc44a5,"solute carrier family 44, member 5",miR-184-3p,63,✓
Ttpa,tocopherol (alpha) transfer protein,miR-677-3p,62,✓
Map2,microtubule-associated protein 2,miR-677-3p,62,✓
Syt10,synaptotagmin X,miR-677-3p,62,✓
Ccdc43,coiled-coil domain containing 43,miR-677-3p,62,✓
Tgfa,transforming growth factor alpha,miR-677-3p,62,✓
Fam107a,"family with sequence similarity 107, member A",miR-677-3p,62,✓
Sh3bp5l,SH3 binding domain protein 5 like,miR-677-3p,62,✓
Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",miR-677-3p,62,✓
Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,miR-677-3p,62,✓
Tbx6,T-box 6,miR-677-3p,62,✓
Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",miR-677-3p,62,✓
Ren1,renin 1 structural,miR-677-3p,62,
Ube4a,ubiquitination factor E4A,miR-677-3p,62,✓
Mmaa,methylmalonic aciduria (cobalamin deficiency) type A,miR-677-3p,62,✓
Rab36,"RAB36, member RAS oncogene family",miR-677-3p,62,✓
Deup1,deuterosome assembly protein 1,miR-677-3p,62,✓
Efcab14,EF-hand calcium binding domain 14,miR-677-3p,62,✓
Gnaq,"guanine nucleotide binding protein, alpha q polypeptide",miR-677-3p,62,✓
Fam129c,"family with sequence similarity 129, member C",miR-677-3p,62,✓
Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",miR-677-3p,62,✓
Polr2k,polymerase (RNA) II (DNA directed) polypeptide K,miR-677-3p,62,✓
Ing3,"inhibitor of growth family, member 3",miR-677-3p,62,✓
Stum,mechanosensory transduction mediator,miR-677-3p,62,✓
Arhgap19,Rho GTPase activating protein 19,miR-677-3p,62,✓
Igdcc4,"immunoglobulin superfamily, DCC subclass, member 4",miR-486a-3p,62,✓
E2f4,E2F transcription factor 4,miR-486a-3p,62,✓
Scmh1,sex comb on midleg homolog 1,miR-486a-3p,62,✓
Srms,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,miR-486a-3p,62,✓
Siae,sialic acid acetylesterase,miR-486a-3p,62,✓
Ergic1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,miR-486a-3p,62,✓
Tvp23a,trans-golgi network vesicle protein 23A,miR-486a-3p,62,✓
Wdr89,WD repeat domain 89,miR-486a-3p,62,✓
Def8,differentially expressed in FDCP 8,miR-486a-3p,62,✓
Homer3,homer scaffolding protein 3,miR-486a-3p,62,✓
Prmt8,protein arginine N-methyltransferase 8,miR-486a-3p,62,✓
Srf,serum response factor,miR-486a-3p,62,✓
Svbp,small vasohibin binding protein,miR-486a-3p,62,✓
Nfyc,nuclear transcription factor-Y gamma,miR-486a-3p,62,✓
Aes,amino-terminal enhancer of split,miR-486a-3p,62,✓
Aak1,AP2 associated kinase 1,miR-486a-3p,62,✓
Prune2,prune homolog 2,miR-486a-3p,62,✓
Bcorl1,BCL6 co-repressor-like 1,miR-423-3p,62,✓
Cd247,CD247 antigen,miR-423-3p,62,✓
Ceacam12,carcinoembryonic antigen-related cell adhesion molecule 12,miR-1934-3p,62,
Wdr7,WD repeat domain 7,miR-1934-3p,62,✓
Ccdc92,coiled-coil domain containing 92,miR-1934-3p,62,✓
Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",miR-1934-3p,62,✓
Impa2,inositol (myo)-1(or 4)-monophosphatase 2,miR-1934-3p,62,✓
Ly9,lymphocyte antigen 9,miR-1934-3p,62,✓
Dctd,dCMP deaminase,miR-1934-3p,62,✓
Crb3,crumbs family member 3,miR-1934-3p,62,✓
Clec4n,"C-type lectin domain family 4, member n",miR-1934-3p,62,
Gm11568,predicted gene 11568,miR-1934-3p,62,
Tmem121b,transmembrane protein 121B,miR-1934-3p,62,✓
Chrm1,"cholinergic receptor, muscarinic 1, CNS",miR-1934-3p,62,✓
Nxpe2,"neurexophilin and PC-esterase domain family, member 2",miR-7234-3p,62,✓
Kit,KIT proto-oncogene receptor tyrosine kinase,miR-130b-3p,62,✓
Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",miR-130b-3p,62,✓
Gpcpd1,glycerophosphocholine phosphodiesterase 1,miR-130b-3p,62,✓
Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",miR-130b-3p,62,✓
Selenoi,selenoprotein I,miR-130b-3p,62,✓
Qk,quaking,miR-130b-3p,62,
St14,suppression of tumorigenicity 14 (colon carcinoma),miR-130b-3p,62,✓
Prkg1,"protein kinase, cGMP-dependent, type I",miR-130b-3p,62,✓
Hrk,"harakiri, BCL2 interacting protein (contains only BH3 domain)",miR-130b-3p,62,✓
Rab9b,"RAB9B, member RAS oncogene family",miR-130b-3p,62,✓
Stx7,syntaxin 7,miR-130b-3p,62,✓
Nr2c2ap,nuclear receptor 2C2-associated protein,miR-130b-3p,62,✓
Dicer1,"dicer 1, ribonuclease type III",miR-130b-3p,62,✓
Endod1,endonuclease domain containing 1,miR-130b-3p,62,✓
Sgtb,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta",miR-27a-3p,62,✓
Miga2,mitoguardin 2,miR-27a-3p,62,✓
Trak2,"trafficking protein, kinesin binding 2",miR-27a-3p,62,✓
Cdk8,cyclin-dependent kinase 8,miR-27a-3p,62,✓
Tgfbr1,"transforming growth factor, beta receptor I",miR-27a-3p,62,✓
Gca,grancalcin,miR-27a-3p,62,✓
Esp36,exocrine gland secreted peptide 36,miR-27a-3p,62,
Cts8,cathepsin 8,miR-27a-3p,62,
Fam167a,"family with sequence similarity 167, member A",miR-27a-3p,62,✓
Adgrl2,adhesion G protein-coupled receptor L2,miR-27a-3p,62,✓
Ss18l2,"SS18, nBAF chromatin remodeling complex subunit like 2",miR-27a-3p,62,✓
Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",miR-27a-3p,62,✓
Snap47,"synaptosomal-associated protein, 47",miR-27a-3p,62,✓
Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,miR-27a-3p,62,✓
Prr9,proline rich 9,miR-27a-3p,62,✓
Pdha1,pyruvate dehydrogenase E1 alpha 1,miR-27a-3p,62,✓
Acsl1,acyl-CoA synthetase long-chain family member 1,miR-27a-3p,62,✓
Glipr2,GLI pathogenesis-related 2,miR-27a-3p,62,✓
Plbd2,phospholipase B domain containing 2,miR-184-3p,62,✓
Rnf130,ring finger protein 130,miR-677-3p,61,✓
Lhx4,LIM homeobox protein 4,miR-677-3p,61,✓
Smoc2,SPARC related modular calcium binding 2,miR-677-3p,61,✓
Lmo2,LIM domain only 2,miR-677-3p,61,✓
Acer3,alkaline ceramidase 3,miR-677-3p,61,✓
Dppa4,developmental pluripotency associated 4,miR-677-3p,61,✓
Frk,fyn-related kinase,miR-677-3p,61,✓
Fam168a,"family with sequence similarity 168, member A",miR-677-3p,61,✓
Txlng,taxilin gamma,miR-677-3p,61,✓
Sorbs2,sorbin and SH3 domain containing 2,miR-677-3p,61,✓
Pter,phosphotriesterase related,miR-677-3p,61,✓
Il20rb,interleukin 20 receptor beta,miR-486a-3p,61,✓
Epn3,epsin 3,miR-486a-3p,61,✓
Mcpt4,mast cell protease 4,miR-486a-3p,61,
Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",miR-486a-3p,61,✓
Rapgefl1,Rap guanine nucleotide exchange factor (GEF)-like 1,miR-486a-3p,61,✓
Lrrc49,leucine rich repeat containing 49,miR-486a-3p,61,✓
Pou4f1,"POU domain, class 4, transcription factor 1",miR-486a-3p,61,✓
St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",miR-486a-3p,61,✓
Ncald,neurocalcin delta,miR-486a-3p,61,✓
Fam126b,"family with sequence similarity 126, member B",miR-486a-3p,61,✓
Dpf2,"D4, zinc and double PHD fingers family 2",miR-486a-3p,61,✓
Eif2b3,"eukaryotic translation initiation factor 2B, subunit 3",miR-486a-3p,61,✓
Zdhhc9,"zinc finger, DHHC domain containing 9",miR-486a-3p,61,✓
Kat7,K(lysine) acetyltransferase 7,miR-486a-3p,61,✓
Mbp,myelin basic protein,miR-486a-3p,61,✓
Rcsd1,RCSD domain containing 1,miR-423-3p,61,✓
Mdc1,mediator of DNA damage checkpoint 1,miR-423-3p,61,✓
Pdp2,pyruvate dehyrogenase phosphatase catalytic subunit 2,miR-1934-3p,61,✓
Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",miR-1934-3p,61,✓
Gon4l,gon-4-like (C.elegans),miR-1934-3p,61,✓
Zfp352,zinc finger protein 352,miR-1934-3p,61,
Pdlim5,PDZ and LIM domain 5,miR-1934-3p,61,✓
Fbxo28,F-box protein 28,miR-1934-3p,61,✓
Dpm2,dolichol-phosphate (beta-D) mannosyltransferase 2,miR-1934-3p,61,✓
Creb3,cAMP responsive element binding protein 3,miR-1934-3p,61,✓
Trove2,"TROVE domain family, member 2",miR-7234-3p,61,✓
Cblb,Casitas B-lineage lymphoma b,miR-7234-3p,61,✓
Skp1a,S-phase kinase-associated protein 1A,miR-130b-3p,61,✓
Arrdc3,arrestin domain containing 3,miR-130b-3p,61,✓
Pten,phosphatase and tensin homolog,miR-130b-3p,61,✓
Nbea,neurobeachin,miR-130b-3p,61,✓
Nrp2,neuropilin 2,miR-130b-3p,61,✓
Hbs1l,Hbs1-like (S. cerevisiae),miR-130b-3p,61,✓
Bhlhe41,"basic helix-loop-helix family, member e41",miR-130b-3p,61,✓
Zxdb,"zinc finger, X-linked, duplicated B",miR-130b-3p,61,✓
Ikzf5,IKAROS family zinc finger 5,miR-130b-3p,61,✓
Ube4b,ubiquitination factor E4B,miR-130b-3p,61,✓
Pla2r1,phospholipase A2 receptor 1,miR-130b-3p,61,✓
Hoxa5,homeobox A5,miR-130b-3p,61,✓
Taf4b,TATA-box binding protein associated factor 4b,miR-130b-3p,61,✓
Suv39h1,suppressor of variegation 3-9 1,miR-130b-3p,61,✓
Itga1,integrin alpha 1,miR-130b-3p,61,✓
Fam196b,"family with sequence similarity 196, member B",miR-130b-3p,61,✓
Arfgap1,ADP-ribosylation factor GTPase activating protein 1,miR-130b-3p,61,✓
Ipo5,importin 5,miR-27a-3p,61,✓
Atg2a,autophagy related 2A,miR-27a-3p,61,✓
Col27a1,"collagen, type XXVII, alpha 1",miR-27a-3p,61,✓
Pde10a,phosphodiesterase 10A,miR-27a-3p,61,✓
Zfp442,zinc finger protein 442,miR-27a-3p,61,
Nup210,nucleoporin 210,miR-27a-3p,61,✓
Eif5a2,eukaryotic translation initiation factor 5A2,miR-27a-3p,61,✓
Plxna4,plexin A4,miR-27a-3p,61,✓
Myo9a,myosin IXa,miR-27a-3p,61,✓
Tmub1,transmembrane and ubiquitin-like domain containing 1,miR-27a-3p,61,✓
Mturn,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",miR-27a-3p,61,✓
Wbp1l,WW domain binding protein 1 like,miR-27a-3p,61,✓
Ccl2,chemokine (C-C motif) ligand 2,miR-27a-3p,61,✓
Cyb5r2,cytochrome b5 reductase 2,miR-27a-3p,61,✓
Gbp10,guanylate-binding protein 10,miR-27a-3p,61,
Ahr,aryl-hydrocarbon receptor,miR-27a-3p,61,✓
Dclre1c,DNA cross-link repair 1C,miR-27a-3p,61,✓
Prdm12,PR domain containing 12,miR-27a-3p,61,✓
Pde8b,phosphodiesterase 8B,miR-27a-3p,61,✓
Fam102a,"family with sequence similarity 102, member A",miR-27a-3p,61,✓
Hic2,hypermethylated in cancer 2,miR-27a-3p,61,✓
Gal3st2,galactose-3-O-sulfotransferase 2,miR-27a-3p,61,✓
Tmem150b,transmembrane protein 150B,miR-27a-3p,61,✓
Zfp395,zinc finger protein 395,miR-27a-3p,61,
A630023A22Rik,RIKEN cDNA A630023A22 gene,miR-27a-3p,61,
Cnst,"consortin, connexin sorting protein",miR-677-3p,60,✓
Npas3,neuronal PAS domain protein 3,miR-677-3p,60,✓
Zfp236,zinc finger protein 236,miR-677-3p,60,
Flrt3,fibronectin leucine rich transmembrane protein 3,miR-677-3p,60,✓
Chtop,chromatin target of PRMT1,miR-677-3p,60,✓
Hectd1,HECT domain E3 ubiquitin protein ligase 1,miR-677-3p,60,✓
Nadk,NAD kinase,miR-677-3p,60,✓
Cadm4,cell adhesion molecule 4,miR-677-3p,60,✓
Ttll5,"tubulin tyrosine ligase-like family, member 5",miR-677-3p,60,✓
H2-M10.1,"histocompatibility 2, M region locus 10.1",miR-677-3p,60,
Smarcd2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",miR-677-3p,60,✓
Cog4,component of oligomeric golgi complex 4,miR-677-3p,60,✓
Cacfd1,calcium channel flower domain containing 1,miR-677-3p,60,✓
Twsg1,twisted gastrulation BMP signaling modulator 1,miR-677-3p,60,✓
Smim17,small integral membrane protein 17,miR-677-3p,60,✓
Adarb1,"adenosine deaminase, RNA-specific, B1",miR-677-3p,60,✓
Paqr5,progestin and adipoQ receptor family member V,miR-677-3p,60,✓
Fam91a1,"family with sequence similarity 91, member A1",miR-1249-3p,60,✓
Wapl,WAPL cohesin release factor,miR-1249-3p,60,✓
Zfp651,zinc finger protein 651,miR-486a-3p,60,
Prr15l,proline rich 15-like,miR-486a-3p,60,✓
Bahcc1,BAH domain and coiled-coil containing 1,miR-486a-3p,60,✓
Fgf15,fibroblast growth factor 15,miR-486a-3p,60,
Foxr1,forkhead box R1,miR-486a-3p,60,✓
Srsf1,serine/arginine-rich splicing factor 1,miR-486a-3p,60,✓
Crhr2,corticotropin releasing hormone receptor 2,miR-486a-3p,60,✓
Fam117a,"family with sequence similarity 117, member A",miR-486a-3p,60,✓
Ing5,"inhibitor of growth family, member 5",miR-486a-3p,60,✓
Plbd2,phospholipase B domain containing 2,miR-486a-3p,60,✓
Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b",miR-486a-3p,60,✓
Begain,brain-enriched guanylate kinase-associated,miR-486a-3p,60,✓
Zfp319,zinc finger protein 319,miR-486a-3p,60,
Spred1,"sprouty protein with EVH-1 domain 1, related sequence",miR-486a-3p,60,✓
Zbtb45,zinc finger and BTB domain containing 45,miR-486a-3p,60,✓
Pik3c2b,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,miR-486a-3p,60,✓
Efna3,ephrin A3,miR-486a-3p,60,✓
Slc36a1,"solute carrier family 36 (proton/amino acid symporter), member 1",miR-486a-3p,60,✓
Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10,miR-486a-3p,60,✓
Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3,miR-486a-3p,60,✓
Cntfr,ciliary neurotrophic factor receptor,miR-486a-3p,60,✓
Adam15,a disintegrin and metallopeptidase domain 15 (metargidin),miR-486a-3p,60,✓
Naa10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",miR-486a-3p,60,✓
Rab43,"RAB43, member RAS oncogene family",miR-486a-3p,60,✓
Extl3,exostoses (multiple)-like 3,miR-486a-3p,60,✓
Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,miR-423-3p,60,✓
Stau2,staufen double-stranded RNA binding protein 2,miR-423-3p,60,✓
Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),miR-1934-3p,60,✓
Krt6a,keratin 6A,miR-1934-3p,60,✓
Ncbp3,nuclear cap binding subunit 3,miR-1934-3p,60,✓
Zfp934,zinc finger protein 934,miR-1934-3p,60,
Avil,advillin,miR-1934-3p,60,✓
Cdyl2,"chromodomain protein, Y chromosome-like 2",miR-1934-3p,60,✓
Gdpd5,glycerophosphodiester phosphodiesterase domain containing 5,miR-1934-3p,60,✓
Slc5a5,"solute carrier family 5 (sodium iodide symporter), member 5",miR-1934-3p,60,✓
Cyb5r3,cytochrome b5 reductase 3,miR-1934-3p,60,✓
Ddx11,DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11,miR-1934-3p,60,✓
Rasgrp3,"RAS, guanyl releasing protein 3",miR-1934-3p,60,✓
Fhl4,four and a half LIM domains 4,miR-1934-3p,60,
Clec4e,"C-type lectin domain family 4, member e",miR-1934-3p,60,✓
Sox14,SRY (sex determining region Y)-box 14,miR-7234-3p,60,✓
Zfp367,zinc finger protein 367,miR-130b-3p,60,
Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",miR-130b-3p,60,✓
Six6,sine oculis-related homeobox 6,miR-130b-3p,60,✓
Rasgef1a,"RasGEF domain family, member 1A",miR-130b-3p,60,✓
Skil,SKI-like,miR-130b-3p,60,✓
Ago3,argonaute RISC catalytic subunit 3,miR-130b-3p,60,✓
Stard13,StAR-related lipid transfer (START) domain containing 13,miR-130b-3p,60,✓
Neurod1,neurogenic differentiation 1,miR-130b-3p,60,✓
Enah,ENAH actin regulator,miR-130b-3p,60,✓
Spty2d1,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)",miR-130b-3p,60,✓
Fam104a,"family with sequence similarity 104, member A",miR-130b-3p,60,✓
Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,miR-130b-3p,60,✓
Mapk10,mitogen-activated protein kinase 10,miR-130b-3p,60,✓
Actl6b,actin-like 6B,miR-27a-3p,60,✓
Gtf2a1,"general transcription factor II A, 1",miR-27a-3p,60,✓
Fsbp,fibrinogen silencer binding protein,miR-27a-3p,60,✓
Avl9,AVL9 cell migration associated,miR-27a-3p,60,✓
Zfp677,zinc finger protein 677,miR-27a-3p,60,
Prr3,proline-rich polypeptide 3,miR-27a-3p,60,✓
Trip4,thyroid hormone receptor interactor 4,miR-27a-3p,60,✓
Trappc3l,trafficking protein particle complex 3 like,miR-27a-3p,60,✓
Tbc1d4,"TBC1 domain family, member 4",miR-27a-3p,60,✓
Cdkn2b,cyclin dependent kinase inhibitor 2B,miR-27a-3p,60,✓
D1Pas1,"DNA segment, Chr 1, Pasteur Institute 1",miR-27a-3p,60,
Shisa2,shisa family member 2,miR-27a-3p,60,✓
Spata2,spermatogenesis associated 2,miR-27a-3p,60,✓
Cdyl,"chromodomain protein, Y chromosome-like",miR-27a-3p,60,✓
Nap1l5,nucleosome assembly protein 1-like 5,miR-27a-3p,60,✓
Washc4,WASH complex subunit 4,miR-27a-3p,60,✓
Ralbp1,ralA binding protein 1,miR-27a-3p,60,✓
Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",miR-27a-3p,60,✓
Prkcd,"protein kinase C, delta",miR-27a-3p,60,✓
Itch,"itchy, E3 ubiquitin protein ligase",miR-27a-3p,60,✓
Dync2h1,dynein cytoplasmic 2 heavy chain 1,miR-27a-3p,60,✓
2610042L04Rik,RIKEN cDNA 2610042L04 gene,miR-27a-3p,60,
Pax3,paired box 3,miR-27a-3p,60,✓
Pdpk1,3-phosphoinositide dependent protein kinase 1,miR-27a-3p,60,✓
1700066B19Rik,RIKEN cDNA 1700066B19 gene,miR-27a-3p,60,
Tmem145,transmembrane protein 145,miR-184-3p,60,✓
Cyp2b19,"cytochrome P450, family 2, subfamily b, polypeptide 19",miR-184-3p,60,
Plekhb2,"pleckstrin homology domain containing, family B (evectins) member 2",miR-184-3p,60,✓
Nav1,neuron navigator 1,miR-29c-3p,100,✓
Tet3,tet methylcytosine dioxygenase 3,miR-29c-3p,100,✓
Tet2,tet methylcytosine dioxygenase 2,miR-29c-3p,100,✓
Sestd1,SEC14 and spectrin domains 1,miR-29c-3p,100,✓
Col5a1,"collagen, type V, alpha 1",miR-29c-3p,100,✓
Cdk19,cyclin-dependent kinase 19,miR-148b-3p,100,✓
Tshr,thyroid stimulating hormone receptor,miR-30a-3p,99,✓
Nufip2,nuclear fragile X mental retardation protein interacting protein 2,miR-30a-3p,99,✓
Mbnl3,muscleblind like splicing factor 3,miR-30a-3p,99,✓
Eln,elastin,miR-29c-3p,99,✓
Nexmif,neurite extension and migration factor,miR-29c-3p,99,✓
Nasp,nuclear autoantigenic sperm protein (histone-binding),miR-29c-3p,99,✓
Col5a3,"collagen, type V, alpha 3",miR-29c-3p,99,✓
Col9a1,"collagen, type IX, alpha 1",miR-29c-3p,99,✓
Fbn1,fibrillin 1,miR-29c-3p,99,✓
Col3a1,"collagen, type III, alpha 1",miR-29c-3p,99,✓
Col4a5,"collagen, type IV, alpha 5",miR-29c-3p,99,✓
Col5a2,"collagen, type V, alpha 2",miR-29c-3p,99,✓
Atad2b,"ATPase family, AAA domain containing 2B",miR-29c-3p,99,✓
Col11a1,"collagen, type XI, alpha 1",miR-29c-3p,99,✓
Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17",miR-29c-3p,99,✓
Atp8a1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",miR-148b-3p,99,✓
Arhgap21,Rho GTPase activating protein 21,miR-148b-3p,99,✓
Meox2,mesenchyme homeobox 2,miR-148b-3p,99,✓
Dcp2,decapping mRNA 2,miR-148b-3p,99,✓
Tnrc6a,trinucleotide repeat containing 6a,miR-148b-3p,99,✓
Kmt2a,lysine (K)-specific methyltransferase 2A,miR-148b-3p,99,✓
Sos2,SOS Ras/Rho guanine nucleotide exchange factor 2,miR-148b-3p,99,✓
Tshr,thyroid stimulating hormone receptor,miR-30e-3p,99,✓
Nufip2,nuclear fragile X mental retardation protein interacting protein 2,miR-30e-3p,99,✓
Mbnl3,muscleblind like splicing factor 3,miR-30e-3p,99,✓
Med1,mediator complex subunit 1,miR-483-3p,98,✓
Rab11fip2,RAB11 family interacting protein 2 (class I),miR-30a-3p,98,✓
Meox2,mesenchyme homeobox 2,miR-30a-3p,98,✓
Tob1,transducer of ErbB-2.1,miR-30a-3p,98,✓
Rex2,reduced expression 2,miR-30a-3p,98,
Tnrc6b,trinucleotide repeat containing 6b,miR-30a-3p,98,✓
Med12l,mediator complex subunit 12-like,miR-30a-3p,98,✓
Rala,v-ral simian leukemia viral oncogene A (ras related),miR-30a-3p,98,✓
Zbtb5,zinc finger and BTB domain containing 5,miR-29c-3p,98,✓
Zfp346,zinc finger protein 346,miR-29c-3p,98,
Zdhhc21,"zinc finger, DHHC domain containing 21",miR-29c-3p,98,✓
Col7a1,"collagen, type VII, alpha 1",miR-29c-3p,98,✓
Dnmt3a,DNA methyltransferase 3A,miR-29c-3p,98,✓
Tet1,tet methylcytosine dioxygenase 1,miR-29c-3p,98,✓
Purg,purine-rich element binding protein G,miR-29c-3p,98,✓
Sparc,secreted acidic cysteine rich glycoprotein,miR-29c-3p,98,✓
Brwd3,bromodomain and WD repeat domain containing 3,miR-29c-3p,98,✓
Tmem9b,"TMEM9 domain family, member B",miR-148b-3p,98,✓
Bcl2l11,BCL2-like 11 (apoptosis facilitator),miR-148b-3p,98,✓
Ube2d3,ubiquitin-conjugating enzyme E2D 3,miR-148b-3p,98,✓
Ppp1r10,"protein phosphatase 1, regulatory subunit 10",miR-148b-3p,98,✓
Npepl1,aminopeptidase-like 1,miR-148b-3p,98,✓
D5Ertd579e,"DNA segment, Chr 5, ERATO Doi 579, expressed",miR-148b-3p,98,
Tnrc6c,trinucleotide repeat containing 6C,miR-148b-3p,98,✓
Plaa,"phospholipase A2, activating protein",miR-148b-3p,98,✓
Ago2,argonaute RISC catalytic subunit 2,miR-148b-3p,98,✓
Lrp2,low density lipoprotein receptor-related protein 2,miR-148b-3p,98,✓
Phf3,PHD finger protein 3,miR-148b-3p,98,✓
Ajuba,ajuba LIM protein,miR-148b-3p,98,✓
